effective_date,event_type,symbol,old_symbol,new_symbol,isin,company_name,reason,source,source_reference
2025-06-25,SYMBOL_CHANGE,AEROENTER,SATINDLTD,AEROENTER,,Aeroflex Enterprises Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-06-26,SYMBOL_CHANGE,DHARAN,KBCGLOBAL,DHARAN,,DHARAN INFRA-EPC LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-06-27,SYMBOL_CHANGE,RAYMONDREL,RRL,RAYMONDREL,,Raymond Realty Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-07-03,SYMBOL_CHANGE,JUBLCPL,JACPL,JUBLCPL,,Jubilant Agri and Consumer Products Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-07-14,SYMBOL_CHANGE,BILVYAPAR,BINANIIND,BILVYAPAR,,BIL VYAPAR LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-07-18,SYMBOL_CHANGE,QUALITY30,QUALITY,QUALITY30,,Kotak Mahindra Mutual Fund - Kotak Nifty200 Quality 30 ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-07-21,SYMBOL_CHANGE,CHEMBONDCH,CHEMBONDIN,CHEMBONDCH,,Chembond Chemicals Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-07-21,SYMBOL_CHANGE,QUALITY30,QUALITY30,QUALITY30,,Kotak Mahindra Mutual Fund - Kotak Nifty200 Quality 30 ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-07-22,SYMBOL_CHANGE,VERTIS,HIGHWAYS,VERTIS,,Vertis Infrastructure Trust,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-07-22,SYMBOL_CHANGE,VERTIS,VERTIS,VERTIS,,Vertis Infrastructure Trust,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-08-06,SYMBOL_CHANGE,RNPL,RENOL,RNPL,,Renol Polychem Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-08-13,SYMBOL_CHANGE,TEAMGTY,TIMESGTY,TEAMGTY,,Team India Guaranty Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-08-22,SYMBOL_CHANGE,AERONEU,SAH,AERONEU,,Aeroflex Neu Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-08-28,SYMBOL_CHANGE,GVPIL,GEPIL,GVPIL,,GE Power India Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-09-03,SYMBOL_CHANGE,HGM,HOVS,HGM,,HandsOn Global Management (HGM) Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-09-04,SYMBOL_CHANGE,SWANCORP,SWANENERGY,SWANCORP,,SWAN CORP LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-09-15,SYMBOL_CHANGE,GANESHHOU,GANESHHOUC,GANESHHOU,,GANESH HOUSING LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-09-15,SYMBOL_CHANGE,SILVERAG,SILVRETF,SILVERAG,,Mirae Asset Mutual Fund - Mirae Asset Silver ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-09-17,SYMBOL_CHANGE,CEMPRO,ITDCEM,CEMPRO,,Cemindia Projects Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-09-22,SYMBOL_CHANGE,ANTELOPUS,SELAN,ANTELOPUS,,Antelopus Selan Energy Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-10-10,SYMBOL_CHANGE,WORTHPERI,WORTH,WORTHPERI,,Worth Peripherals Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-10-13,SYMBOL_CHANGE,UFBL,BARBEQUE,UFBL,,United Foodbrands Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-10-13,SYMBOL_CHANGE,VGL,AARVEEDEN,VGL,,VARVEE GLOBAL LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-10-16,SYMBOL_CHANGE,TSFINV,SUNDARMHLD,TSFINV,,TSF INVESTMENTS LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-10-17,SYMBOL_CHANGE,AURIGROW,GODHA,AURIGROW,,Auri Grow India Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-10-24,SYMBOL_CHANGE,TMPV,TATAMOTORS,TMPV,,Tata Motors Passenger Vehicles Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-11-10,SYMBOL_CHANGE,IBULLSLTD,YAARI,IBULLSLTD,,Indiabulls Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-11-10,SYMBOL_CHANGE,SMLMAH,SMLISUZU,SMLMAH,,SML Mahindra Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-11-18,SYMBOL_CHANGE,ALCODIS,AURDIS,ALCODIS,,Alcokraft Distilleries Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-11-26,SYMBOL_CHANGE,HALEOSLABS,SMSLIFE,HALEOSLABS,,HALEOS LABS LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-12-10,SYMBOL_CHANGE,CNL,CREATIVE,CNL,,Creative Newtech Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-12-15,SYMBOL_CHANGE,BANKADD,BANKETFADD,BANKADD,,DSP  Mutual Fund - DSP Nifty Bank ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-12-15,SYMBOL_CHANGE,GOLDADD,GOLDETFADD,GOLDADD,,DSP Mutual Fund - DSP Gold ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-12-15,SYMBOL_CHANGE,ITADD,ITETFADD,ITADD,,DSP Mutual Fund - DSP Nifty IT ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-12-15,SYMBOL_CHANGE,NIFTYADD,NIFTY50ADD,NIFTYADD,,DSP  Mutual Fund - DSP Nifty 50 ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-12-17,SYMBOL_CHANGE,ADDICTIVE,LAWSIKHO,ADDICTIVE,,Addictive Learning Technology Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-12-22,SYMBOL_CHANGE,NEUEON,NTL,NEUEON,,Neueon Corporation Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-12-24,SYMBOL_CHANGE,BANKBETA,UTIBANKETF,BANKBETA,,UTI Nifty Bank ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-12-24,SYMBOL_CHANGE,BOSCH-HCIL,JCHAC,BOSCH-HCIL,,BOSCH HOME COMFORT INDIA LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-12-24,SYMBOL_CHANGE,GILT10BETA,NIF10GETF,GILT10BETA,,UTI Mutual Fund - UTI Nifty 10 yr Benchmark G-Sec ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-12-24,SYMBOL_CHANGE,GILT5BETA,NIF5GETF,GILT5BETA,,UTI Mutual Fund - UTI Nifty 5 yr Benchmark G-Sec ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-12-24,SYMBOL_CHANGE,GOLDBETA,GOLDSHARE,GOLDBETA,,UTI Mutual Fund - UTI Gold Exchange Traded Fund,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-12-24,SYMBOL_CHANGE,ITBETA,NIFITETF,ITBETA,,UTI Mutual Fund - UTI Nifty IT ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-12-24,SYMBOL_CHANGE,MIDCAPBETA,NIFMID150,MIDCAPBETA,,UTI Mutual Fund - UTI Nifty Midcap 150 Exchange Traded Fund (ETF),Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-12-24,SYMBOL_CHANGE,NEXT50BETA,UTINEXT50,NEXT50BETA,,UTI Mutual Fund - UTI NIfty Next 50 Exchange Traded Fund - UTI NIFTY N,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-12-24,SYMBOL_CHANGE,NIFTYBETA,UTINIFTETF,NIFTYBETA,,UTI Nifty 50 ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-12-24,SYMBOL_CHANGE,SENSEXBETA,UTISENSETF,SENSEXBETA,,UTI BSE Sensex ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-12-24,SYMBOL_CHANGE,SILVERBETA,SILVERETF,SILVERBETA,,UTI Mutual Fund - UTI Silver Exchange Traded Fund (UTI Silver ETF),Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-12-24,SYMBOL_CHANGE,SNXT50BETA,UTISXN50,SNXT50BETA,,UTI BSE Sensex Next 50 ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-12-26,SYMBOL_CHANGE,955SFIL26,955ICCL26,955SFIL26,,Indiabulls Commercial Credit Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-12-26,SYMBOL_CHANGE,955SFIL26,955SFIL26,955SFIL26,,Indiabulls Commercial Credit Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-12-26,SYMBOL_CHANGE,980SFIL29,980ICCL29,980SFIL29,,Indiabulls Commercial Credit Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-12-26,SYMBOL_CHANGE,980SFIL29,980SFIL29,980SFIL29,,Indiabulls Commercial Credit Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-01-01,SYMBOL_CHANGE,CLCIND,SPENTEX,CLCIND,,CLC Industries Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-01-02,SYMBOL_CHANGE,DIRL,DRL,DIRL,,Dhanuka Infra Realty Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-01-19,SYMBOL_CHANGE,SETL,SGLTL,SETL,,Standard Engineering Technology Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-01-20,SYMBOL_CHANGE,SUDARCOLOR,HEUBACHIND,SUDARCOLOR,,Sudarshan Colorants India Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-01-23,SYMBOL_CHANGE,PARAMPARA,AMJUMBO,PARAMPARA,,PARAMPARA DAIRY DELIGHTS LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-01-23,SYMBOL_CHANGE,VIYASH,SEQUENT,VIYASH,,Viyash Scientific Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-02-03,SYMBOL_CHANGE,CCAVENUE,INFIBEAM,CCAVENUE,,AvenuesAI Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-02-09,SYMBOL_CHANGE,ARIS,ARISINFRA,ARIS,,Arisinfra Solutions Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-02-09,SYMBOL_CHANGE,SIGMAADV,MEGASOFT,SIGMAADV,,SIGMA ADVANCED SYSTEMS LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-02-11,SYMBOL_CHANGE,AQYLON,SABTNL,AQYLON,,Aqylon Nexus Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-02-27,SYMBOL_CHANGE,LTM,LTIM,LTM,,LTM Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-03-09,SYMBOL_CHANGE,805NMC29,0503260317,805NMC29,,Nashik Municipal Corporation,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-03-09,SYMBOL_CHANGE,805NMC29,805NMC29,805NMC29,,Nashik Municipal Corporation,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-04-02,SYMBOL_CHANGE,LANDSMILL,EXCEL,LANDSMILL,,Landsmill Green Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-04-15,SYMBOL_CHANGE,JSWDULUX,AKZOINDIA,JSWDULUX,,JSW Dulux Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-04-24,SYMBOL_CHANGE,AVATAR,ASLIND,AVATAR,,AVATAR Industries Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-04-30,SYMBOL_CHANGE,HEALTHX,SASTASUNDR,HEALTHX,,Health X Platform Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-05-20,SYMBOL_CHANGE,VISACHROME,VISASTEEL,VISACHROME,,VISA Chrome Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-05-28,SYMBOL_CHANGE,AAFS27C,AAFS27B,AAFS27C,,Alpha Alternatives Financial Services Private Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-06-01,SYMBOL_CHANGE,DHANSA,AMBEY,DHANSA,,Dhansa Labs Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-06-08,SYMBOL_CHANGE,725NBFI40,725NBFI40,725NBFI40,,National Bank For Financing Infrastructure And Development,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-06-08,SYMBOL_CHANGE,725NBFI40,725NBFID40,725NBFI40,,National Bank For Financing Infrastructure And Development,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-06-08,SYMBOL_CHANGE,761ABCL35A,76100ABCL3,761ABCL35A,,Aditya Birla Capital Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-06-08,SYMBOL_CHANGE,761ABCL35A,761ABCL35A,761ABCL35A,,Aditya Birla Capital Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-06-11,SYMBOL_CHANGE,VEDPOWER,VPL,VEDPOWER,,Vedanta Power Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-06-19,SYMBOL_CHANGE,ONIDA,MIRCELECTR,ONIDA,,Onida Electronics Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-07-01,SYMBOL_CHANGE,GUJENERGY,GUJGASLTD,GUJENERGY,,GUJARAT ENERGY LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-07-03,SYMBOL_CHANGE,975PCPL27A,975PCPL27A,975PCPL27A,,Profectus Capital Private Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-07-03,SYMBOL_CHANGE,975PCPL27A,PCPL27,975PCPL27A,,Profectus Capital Private Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-07-03,SYMBOL_CHANGE,BNKETFAXIS,AXISBNKETF,BNKETFAXIS,,AXIS MUTUAL FUND - Axis NIFTY Bank ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-07-03,SYMBOL_CHANGE,CONSUMAXIS,AXISCETF,CONSUMAXIS,,AXIS MUTUAL FUND - Axis NIFTY India Consumption ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-07-03,SYMBOL_CHANGE,GOLDAXIS,AXISGOLD,GOLDAXIS,,Axis Mutual Fund - Axis Gold ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-07-03,SYMBOL_CHANGE,HEALTHAXIS,AXISHCETF,HEALTHAXIS,,AXIS MUTUAL FUND - Axis NIFTY Healthcare ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-07-03,SYMBOL_CHANGE,ITAXIS,AXISTECETF,ITAXIS,,AXIS MUTUAL FUND - AXIS NIFTY IT ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-07-03,SYMBOL_CHANGE,NIFTYAXIS,AXISNIFTY,NIFTYAXIS,,AXIS MUTUAL FUND - Axis NIFTY 50 ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-07-03,SYMBOL_CHANGE,SENSEXAXIS,AXSENSEX,SENSEXAXIS,,Axis BSE SENSEX ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-07-03,SYMBOL_CHANGE,SILVERAXIS,AXISILVER,SILVERAXIS,,Axis Mutual Fund - Axis Silver ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-07-03,SYMBOL_CHANGE,VALUEAXIS,AXISVALUE,VALUEAXIS,,Axis Mutual Fund - Axis Nifty500 Value 50 ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-07-14,SYMBOL_CHANGE,AURUS,LYPSAGEMS,AURUS,,AURUS GEM CORPORATION LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-07-20,SYMBOL_CHANGE,AEROPLANE,AMIRCHAND,AEROPLANE,,Amir Chand Jagdish Kumar (Exports) Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-07-27,SYMBOL_CHANGE,ASHIKAG,ASHIKA,ASHIKAG,,Ashika Global Securities Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2026-08-06,SYMBOL_CHANGE,VISDEM,KEL,VISDEM,,Visdem Technosys Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
