effective_date,event_type,symbol,old_symbol,new_symbol,isin,company_name,reason,source,source_reference
2019-10-30,SYMBOL_CHANGE,NDAXICDG,RDAXICDG,NDAXICDG,,NIPPON INDIA MF - NIPPON INDIA Dual Advantage FTF XI Plan C - GO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-10-30,SYMBOL_CHANGE,NDAXIDDD,RDAXIDDD,NDAXIDDD,,NIPPON INDIA MUTUAL FUND- NIPPON INDIA Dual Ad FTF XI Plan D-DPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-10-30,SYMBOL_CHANGE,NDAXIDDDD,RDAXIDDDD,NDAXIDDDD,,NIPPON INDIA MUTUAL FUND  - NIPPON INDIA Dual Ad FTF XI Plan D-DPDPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-10-30,SYMBOL_CHANGE,NDAXIDDDG,RDAXIDDDG,NDAXIDDDG,,NIPPON INDIA MUTUAL FUND  - NIPPON INDIA Dual Ad FTF XI Plan D-DPGO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-10-30,SYMBOL_CHANGE,NDAXIDDG,RDAXIDDG,NDAXIDDG,,NIPPON INDIA MUTUAL FUND  - NIPPON INDIA Dual Ad FTF XI Plan D-GO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-10-30,SYMBOL_CHANGE,NDAXIEDD,RDAXIEDD,NDAXIEDD,,NIPPON INDIA MUTUAL FUND- NIPPON INDIA Dual Ad Fixed Tenure Fund XI (P,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-10-30,SYMBOL_CHANGE,NDAXIEDDD,RDAXIEDDD,NDAXIEDDD,,NIPPON INDIA MUTUAL FUND- NIPPON INDIA Dual Ad Fixed Tenure Fund XI (P,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-10-30,SYMBOL_CHANGE,NDAXIEDDG,RDAXIEDDG,NDAXIEDDG,,NIPPON INDIA MUTUAL FUND- NIPPON INDIA Dual Ad Fixed Tenure Fund XI (P,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-10-30,SYMBOL_CHANGE,NDAXIEDG,RDAXIEDG,NDAXIEDG,,NIPPON INDIA MUTUAL FUND -NIPPON INDIA Dual Ad Fixed Tenure Fund XI (P,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-10-30,SYMBOL_CHANGE,NDAXIIADD,RDAXIIADD,NDAXIIADD,,NIPPON INDIA MUTUAL FUND- NIPPON INDIA Dual Ad FTF XII Plan A-DPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-10-30,SYMBOL_CHANGE,NDAXIIADDD,RDAXIIADDD,NDAXIIADDD,,NIPPON INDIA MUTUAL FUND  - NIPPON INDIA Dual Ad FTF XII Plan A-DPDPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-10-30,SYMBOL_CHANGE,NDAXIIADDG,RDAXIIADDG,NDAXIIADDG,,NIPPON INDIA MUTUAL FUND- NIPPON INDIA Dual Ad FTF XII Plan A-DPGO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-10-30,SYMBOL_CHANGE,NDAXIIADG,RDAXIIADG,NDAXIIADG,,NIPPON INDIA MUTUAL FUND- NIPPON INDIA Dual Ad FTF XII Plan A-GO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-10-30,SYMBOL_CHANGE,NETFCONSUM,RELCONS,NETFCONSUM,,NIPPON INDIA ETF CONSUMPTION,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-10-30,SYMBOL_CHANGE,NETFMID150,RETFMID150,NETFMID150,,NIPPON INDIA ETF NIFTY MIDCAP 150,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-10-30,SYMBOL_CHANGE,NETFNIF100,RELCNX100,NETFNIF100,,NIPPON INDIA ETF NIFTY 100,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-10-30,SYMBOL_CHANGE,NMFINAIDR1,RMFINAIDR1,NMFINAIDR1,,NIPPON INDIA MF - NIPPON INDIA IF - AIF S-I - IDR,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-10-30,SYMBOL_CHANGE,NMFINARDR1,RMFINARDR1,NMFINARDR1,,NIPPON INDIA MUTUAL FUND-NIPPON INDIA Int. Fund-AIF-SI - RP- DP - RO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-10-30,SYMBOL_CHANGE,NMFINQADP1,RMFINQADP1,NMFINQADP1,,NIPPON INDIA MF - NIPPON INDIA Intr Fund - QIF SR I-DIV,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-10-30,SYMBOL_CHANGE,NMFINQIDP1,RMFINQIDP1,NMFINQIDP1,,NIPPON INDIA MUTUAL FUND- NIPPON INDIA Int.Fund-QIF-SI-IP-DP-DPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-10-30,SYMBOL_CHANGE,NMFINQRAG1,RMFINQRAG1,NMFINQRAG1,,NIPPON INDIA MF - NIPPON INDIA Intr Fund - QIF SR I-GRW,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-10-30,SYMBOL_CHANGE,NMFINQRDP1,RMFINQRDP1,NMFINQRDP1,,NIPPON INDIA MUTUAL FUND-NIPPON INDIA Int. Fund-QIF-SI-RP-DP-DPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-11-01,SYMBOL_CHANGE,AVROIND,AVONMPL,AVROIND,,AVRO INDIA LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-11-11,SYMBOL_CHANGE,NXTDIGITAL,HINDUJAVEN,NXTDIGITAL,,NXTDIGITAL LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2020-01-08,SYMBOL_CHANGE,HLVLTD,HOTELEELA,HLVLTD,,HLV LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2020-01-22,SYMBOL_CHANGE,ANDPAPER,IPAPPM,ANDPAPER,,ANDHRA PAPER LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2020-01-23,SYMBOL_CHANGE,NAM-INDIA,RNAM,NAM-INDIA,,Nippon Life India Asset Management Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2020-02-20,SYMBOL_CHANGE,BORORENEW,BOROSIL,BORORENEW,,BOROSIL RENEWABLES LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2020-02-27,SYMBOL_CHANGE,TATACONSUM,TATAGLOBAL,TATACONSUM,,TATA CONSUMER PRODUCTS LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2020-03-05,SYMBOL_CHANGE,ANDHRAPAP,ANDPAPER,ANDHRAPAP,,ANDHRA PAPER LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2020-03-20,SYMBOL_CHANGE,EBIXFOREX,WEIZFOREX,EBIXFOREX,,DELPHI WORLD MONEY LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2020-03-27,ADDITION,AFFLE,,,,Affle (India) Ltd.,Semi-Annual Index Rebalance Addition,NSE Indices,https://www.niftyindices.com/resources/press-releases
2020-03-27,ADDITION,IRCTC,,,,Indian Railway Catering And Tourism Corporation Ltd.,Semi-Annual Index Rebalance Addition,NSE Indices,https://www.niftyindices.com/resources/press-releases
2020-03-27,DELETION,DHFL,,,,Dewan Housing Finance Corporation Ltd.,Semi-Annual Index Rebalance Exclusion,NSE Indices,https://www.niftyindices.com/resources/press-releases
2020-04-13,SYMBOL_CHANGE,TEMBO,SAKETH,TEMBO,,Tembo Global Industries Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2020-04-22,SYMBOL_CHANGE,IMAGICAA,ADLABS,IMAGICAA,,Imagicaaworld Entertainment Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2020-07-01,SYMBOL_CHANGE,WEWIN,SUREVIN,WEWIN,,WE WIN LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2020-08-19,SYMBOL_CHANGE,ZENITHSTL,ZENITHBIR,ZENITHSTL,,Zenith Steel Pipes & Industries Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2020-08-20,SYMBOL_CHANGE,COFORGE,NIITTECH,COFORGE,,Coforge Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2020-09-17,SYMBOL_CHANGE,DHANILOANS,ICFL,DHANILOANS,,Dhani Loans and Services Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2020-09-30,SYMBOL_CHANGE,DEEPENR,DEEPIND,DEEPENR,,DEEP ENERGY RESOURCES LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2020-10-12,SYMBOL_CHANGE,JSWISPL,AIONJSW,JSWISPL,,JSW Ispat Special Products Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2020-10-14,SYMBOL_CHANGE,PRIVISCL,FAIRCHEM,PRIVISCL,,Privi Speciality Chemicals Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2020-10-19,SYMBOL_CHANGE,EPL,ESSELPACK,EPL,,EPL Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2020-10-28,SYMBOL_CHANGE,DHANI,IBVENTURES,DHANI,,Dhani Services Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2020-10-28,SYMBOL_CHANGE,DHANIPP,IBVENTPP,DHANIPP,,Dhani Services Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2020-10-29,SYMBOL_CHANGE,STLTECH,STRTECH,STLTECH,,Sterlite Technologies Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2020-11-26,SYMBOL_CHANGE,HUHTAMAKI,PAPERPROD,HUHTAMAKI,,Huhtamaki India Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2020-12-08,SYMBOL_CHANGE,YAARII,IBULISL,YAARII,,Yaari Digital Integrated Services Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2020-12-18,SYMBOL_CHANGE,INDUSTOWER,INFRATEL,INDUSTOWER,,Indus Towers Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2021-01-12,SYMBOL_CHANGE,ACRYSIL,1201210518,ACRYSIL,,CARYSIL LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2021-01-13,SYMBOL_CHANGE,ATGL,ADANIGAS,ATGL,,Adani Total Gas Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2021-01-20,SYMBOL_CHANGE,SECURKLOUD,8KMILES,SECURKLOUD,,SECUREKLOUD TECHNOLOGIES LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2021-02-01,SYMBOL_CHANGE,RPSGVENT,CESCVENT,RPSGVENT,,RPSG VENTURES LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2021-02-10,SYMBOL_CHANGE,OMINFRAL,OMMETALS,OMINFRAL,,OM INFRA LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2021-02-12,SYMBOL_CHANGE,JUBLPHARMA,JUBILANT,JUBLPHARMA,,Jubilant Pharmova Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2021-04-07,SYMBOL_CHANGE,RTNINDIA,RTNINFRA,RTNINDIA,,RattanIndia Enterprises Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2021-05-06,SYMBOL_CHANGE,VIKASLIFE,VIKASMCORP,VIKASLIFE,,Vikas Lifecare Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2021-05-20,SYMBOL_CHANGE,INCREDIBLE,ADHUNIKIND,INCREDIBLE,,INCREDIBLE INDUSTRIES LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2021-06-16,SYMBOL_CHANGE,MOGSEC,G5,MOGSEC,,Motilal Oswal Mutual Fund - Motilal Oswal 5 Year G Sec ETF - Growth,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2021-06-16,SYMBOL_CHANGE,MOM100,M100,MOM100,,Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares M100 ETF GO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2021-06-16,SYMBOL_CHANGE,MOM50,M50,MOM50,,Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares M50 ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2021-06-16,SYMBOL_CHANGE,MON100,N100,MON100,,Motilal Oswal Mutual Fund-Motilal Oswal MOSt Shares NASDAQ 100 ETF -GO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2021-07-22,SYMBOL_CHANGE,RHIM,ORIENTREF,RHIM,,RHI MAGNESITA INDIA LTD,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2021-07-28,SYMBOL_CHANGE,SGBJUL29IV,SGBJUN29IV,SGBJUL29IV,,SOVEREIGN GOLD BONDS 2.50% JULY 2029 SR-IV 2021-22,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2021-08-05,SYMBOL_CHANGE,POONAWALLA,MAGMA,POONAWALLA,,Poonawalla Fincorp Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2021-08-06,SYMBOL_CHANGE,JAIPURKURT,NANDANI,JAIPURKURT,,Nandani Creation Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2021-08-16,SYMBOL_CHANGE,AJRINFRA,GAMMNINFRA,AJRINFRA,,AJR INFRA AND TOLLING LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2021-08-16,SYMBOL_CHANGE,SEJAL,SEZAL,SEJAL,,SEJAL GLASS LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2021-09-01,SYMBOL_CHANGE,DELPHIFX,EBIXFOREX,DELPHIFX,,DELPHI WORLD MONEY LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2021-09-30,ADDITION,CLEAN,,,,Clean Science And Technology Ltd.,Semi-Annual Index Rebalance Addition,NSE Indices,https://www.niftyindices.com/resources/press-releases
2021-09-30,ADDITION,ZOMATO,,,,Zomato Ltd.,Semi-Annual Index Rebalance Addition,NSE Indices,https://www.niftyindices.com/resources/press-releases
2021-09-30,DELETION,SREINFRA,,,,SREI Infrastructure Finance Ltd.,Semi-Annual Index Rebalance Exclusion,NSE Indices,https://www.niftyindices.com/resources/press-releases
2021-10-22,SYMBOL_CHANGE,AURUM,MAJESCO,AURUM,,Aurum PropTech Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2021-11-11,SYMBOL_CHANGE,ANGELONE,ANGELBRKG,ANGELONE,,Angel One Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2021-11-30,SYMBOL_CHANGE,EQUIPPP,PROINDIA,EQUIPPP,,Equippp Social Impact Technologies Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2021-12-03,SYMBOL_CHANGE,BBOX,AGCNET,BBOX,,Black Box Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2021-12-15,SYMBOL_CHANGE,YAARI,YAARII,YAARI,,Yaari Digital Integrated Services Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2021-12-16,SYMBOL_CHANGE,KBCGLOBAL,KARDA,KBCGLOBAL,,KBC Global Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2021-12-20,SYMBOL_CHANGE,DOLATALGO,DOLAT,DOLATALGO,,Dolat Algotech Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2021-12-20,SYMBOL_CHANGE,LINC,LINCPEN,LINC,,Linc Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2021-12-22,SYMBOL_CHANGE,WINPRO,JUMPNET,WINPRO,,WinPro Industries Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2022-03-07,SYMBOL_CHANGE,ZYDUSLIFE,CADILAHC,ZYDUSLIFE,,Zydus Lifesciences Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2022-04-27,SYMBOL_CHANGE,KPIGREEN,KPIGLOBAL,KPIGREEN,,KPI Green Energy Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2022-05-10,SYMBOL_CHANGE,AUTOBEES,NETFAUTO,AUTOBEES,,Nippon India Mutual Fund - Nippon India Nifty Auto ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2022-05-10,SYMBOL_CHANGE,CONSUMBEES,NETFCONSUM,CONSUMBEES,,NIPPON INDIA ETF CONSUMPTION,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2022-05-10,SYMBOL_CHANGE,GILT5YBEES,NETFGILT5Y,GILT5YBEES,,Nippon India Mutual Fund - Nippon India ETF 5 Year Gilt,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2022-05-10,SYMBOL_CHANGE,ITBEES,NETFIT,ITBEES,,Nippon Life India Asset Management Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2022-05-10,SYMBOL_CHANGE,MID150BEES,NETFMID150,MID150BEES,,NIPPON INDIA ETF NIFTY MIDCAP 150,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2022-05-10,SYMBOL_CHANGE,NIF100BEES,NETFNIF100,NIF100BEES,,NIPPON INDIA ETF NIFTY 100,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2022-05-10,SYMBOL_CHANGE,NV20BEES,NETFNV20,NV20BEES,,NIPPON INDIA ETF NV20,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2022-05-10,SYMBOL_CHANGE,PHARMABEES,NETFPHARMA,PHARMABEES,,Nippon India Mutual Fund - Nippon India Nifty Pharma ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2022-05-10,SYMBOL_CHANGE,SDL24BEES,NCPSESDL24,SDL24BEES,,Nippon India Mutual Fund-Nippon India ETF Nifty CPSE Bond Plus SDL-24,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2022-05-10,SYMBOL_CHANGE,SDL26BEES,NETFSDL26,SDL26BEES,,Nippon India Mutual Fund - ETF Nifty SDL - 2026 Maturity,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2022-05-10,SYMBOL_CHANGE,SILVERBEES,NETFSILVER,SILVERBEES,,Nippon India Mutual Fund - Nippon India Silver ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2022-05-11,SYMBOL_CHANGE,AGI,HSIL,AGI,,HSIL Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2022-06-09,SYMBOL_CHANGE,MOTHERSON,MOTHERSUMI,MOTHERSON,,Samvardhana Motherson International Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2022-06-20,SYMBOL_CHANGE,JWL,CEBBCO,JWL,,Jupiter Wagons Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2022-06-21,SYMBOL_CHANGE,HINDWAREAP,SHIL,HINDWAREAP,,Hindware Home Innovation Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2022-07-04,SYMBOL_CHANGE,ZUARIIND,ZUARIGLOB,ZUARIIND,,ZUARI INDUSTRIES LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2022-07-18,SYMBOL_CHANGE,HEADSUP,TMRVL,HEADSUP,,Heads UP Ventures Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2022-07-25,SYMBOL_CHANGE,COSMOFIRST,COSMOFILMS,COSMOFIRST,,COSMO FIRST LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2022-07-29,SYMBOL_CHANGE,NAVA,NBVENTURES,NAVA,,NAVA LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2022-08-05,SYMBOL_CHANGE,UNOMINDA,MINDAIND,UNOMINDA,,UNO Minda Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2022-08-16,SYMBOL_CHANGE,MODISONLTD,MODISNME,MODISONLTD,,MODISON LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2022-09-01,SYMBOL_CHANGE,TRU,DHANVARSHA,TRU,,TruCap Finance Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2022-11-02,SYMBOL_CHANGE,DMCC,DHARAMSI,DMCC,,DMCC SPECIALITY CHEMICALS LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2022-11-18,SYMBOL_CHANGE,CARYSIL,ACRYSIL,CARYSIL,,CARYSIL LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2022-11-21,SYMBOL_CHANGE,JTLIND,JTLINFRA,JTLIND,,JTL INDUSTRIES LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2022-11-23,SYMBOL_CHANGE,UNIVAFOODS,HOTELRUGBY,UNIVAFOODS,,Univa Foods Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2022-12-05,SYMBOL_CHANGE,LTIM,LTI,LTIM,,LTIMindtree Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2022-12-20,SYMBOL_CHANGE,SHRIRAMFIN,SRTRANSFIN,SHRIRAMFIN,,Shriram Finance Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-01-02,SYMBOL_CHANGE,ARIHANTACA,AAL,ARIHANTACA,,Arihant Academy Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-01-04,SYMBOL_CHANGE,WEL,WFL,WEL,,Wonder Electricals Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-01-20,SYMBOL_CHANGE,STYRENIX,INEOSSTYRO,STYRENIX,,Styrenix Performance Materials Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-01-23,SYMBOL_CHANGE,360ONE,IIFLWAM,360ONE,,360 ONE WAM LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-03-10,SYMBOL_CHANGE,HEUBACHIND,CLNINDIA,HEUBACHIND,,Sudarshan Colorants India Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-03-31,ADDITION,DELHIVERY,,,,Delhivery Ltd.,Semi-Annual Index Rebalance Addition,NSE Indices,https://www.niftyindices.com/resources/press-releases
2023-03-31,ADDITION,PAYTM,,,,One 97 Communications Ltd.,Semi-Annual Index Rebalance Addition,NSE Indices,https://www.niftyindices.com/resources/press-releases
2023-03-31,DELETION,IBULHSGFIN,,,,Indiabulls Housing Finance Ltd.,Semi-Annual Index Rebalance Exclusion,NSE Indices,https://www.niftyindices.com/resources/press-releases
2023-05-09,SYMBOL_CHANGE,NDLVENTURE,NXTDIGITAL,NDLVENTURE,,NDL Ventures Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-05-12,SYMBOL_CHANGE,PVRINOX,PVR,PVRINOX,,PVR INOX Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-05-19,SYMBOL_CHANGE,OSWALGREEN,BINDALAGRO,OSWALGREEN,,Oswal Greentech Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-06-06,SYMBOL_CHANGE,KPIL,KALPATPOWR,KPIL,,Kalpataru Projects International Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-06-16,SYMBOL_CHANGE,HDFCGOLD,HDFCMFGETF,HDFCGOLD,,HDFC Gold ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-06-16,SYMBOL_CHANGE,HDFCNIFBAN,HBANKETF,HDFCNIFBAN,,HDFC NIFTY Bank ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-06-16,SYMBOL_CHANGE,HDFCNIFTY,HDFCNIFETF,HDFCNIFTY,,HDFC NIFTY 50 ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-06-16,SYMBOL_CHANGE,HDFCSENSEX,HDFCSENETF,HDFCSENSEX,,HDFC BSE SENSEX ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-06-19,SYMBOL_CHANGE,CIEINDIA,MAHINDCIE,CIEINDIA,,CIE Automotive India Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
