event,symbol,event_type,status,reason,source
PEVT_01012,VIPIND,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082022.pdf
PEVT_01013,ZENSARTECH,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082022.pdf
PEVT_01014,ZFCVINDIA,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082022.pdf
PEVT_01015,ZYDUSLIFE,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082022.pdf
PEVT_01016,GPPL,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082023.pdf
PEVT_01017,MAHLIFE,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082023.pdf
PEVT_01018,MAHLOG,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082023.pdf
PEVT_01019,PFIZER,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082023.pdf
PEVT_01020,ZENSARTECH,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082023.pdf
PEVT_01021,ZYDUSLIFE,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082023.pdf
PEVT_01022,AEGISCHEM,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082023.pdf
PEVT_01023,ACI,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082023.pdf
PEVT_01024,BIOCON,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082023.pdf
PEVT_01025,METROPOLIS,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082023.pdf
PEVT_01026,THERMAX,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082023.pdf
PEVT_01027,AETHER,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01028,ALLCARGO,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01029,ANURAS,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01030,BORORENEW,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01031,CSBBANK,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01032,DCMSHRIRAM,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01033,EPL,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01034,FDC,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01035,GLS,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01036,GMMPFAUDLR,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01037,HAPPYFORGE,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01038,INDIGOPNTS,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01039,JAIBALAJI,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01040,JKPAPER,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01041,KRBL,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01042,LXCHEM,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01043,MHRIL,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01044,MEDPLUS,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01045,MTARTECH,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01046,PRINCEPIPE,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01047,RBA,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01048,SAFARI,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01049,STLTECH,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01050,SUNTECK,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01051,TMB,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01052,VAIBHAVGBL,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01053,IDEA,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01054,AADHARHFC,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01055,ABSLAMC,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01056,ANANTRAJ,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01057,BASF,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01058,BHARTIHEXA,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01059,GRINFRA,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01060,GET&D,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01061,GODIGIT,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01062,GODREJAGRO,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01063,IFCI,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01064,INDGN,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01065,IREDA,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01066,INOXINDIA,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01067,JPPOWER,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01068,JKTYRE,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01069,JYOTICNC,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01070,KIRLOSBROS,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01071,KIRLOSENG,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01072,NETWEB,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01073,NEWGEN,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01074,PFIZER,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01075,PTCIL,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01076,SCI,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01077,TBOTEK,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01078,TECHNOE,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01079,DBREALTY,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01080,VINATIORGA,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082024.pdf
PEVT_01081,AETHER,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01082,ALLCARGO,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01083,ANURAS,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01084,BEL,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01085,CLEAN,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01086,ENGINERSIN,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01087,EPL,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01088,FDC,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01089,GLS,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01090,GMMPFAUDLR,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01091,HAPPYFORGE,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01092,INDIGOPNTS,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01093,INDUSTOWER,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01094,JAIBALAJI,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01095,KAYNES,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01096,KFINTECH,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01097,KRBL,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01098,KIMS,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01099,LXCHEM,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01100,MEDPLUS,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01101,PCBL,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01102,PRINCEPIPE,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01103,RITES,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01104,SAFARI,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01105,VAIBHAVGBL,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01106,MANYAVAR,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01107,ZENSARTECH,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01108,ANANTRAJ,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01109,BASF,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01110,BPCL,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01111,BBTC,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01112,GET&D,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01113,IOC,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01114,INOXINDIA,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01115,KIRLOSBROS,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01116,NETWEB,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01117,RKFORGE,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01118,SCI,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01119,SWSOLAR,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01120,SUZLON,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01121,VINATIORGA,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01122,CUMMINSIND,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23092024.pdf
PEVT_01123,ALEMBICLTD,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01124,ASHOKA,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01125,BAJAJCON,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01126,BHARATRAS,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01127,CGCL,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01128,DCBBANK,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01129,DHANUKA,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01130,FRETAIL,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01131,GILLETTE,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01132,GREAVESCOT,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01133,HEIDELBERG,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01134,INGERRAND,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01135,IOLCP,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01136,JINDALSAW,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01137,JKTYRE,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01138,JCHAC,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01139,KSCL,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01140,KSB,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01141,LAOPALA,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01142,LEMONTREE,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01143,MINDACORP,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01144,MIDHANI,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01145,NFL,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01146,NILKAMAL,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01147,SCHNEIDER,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01148,SHARDACROP,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01149,SPANDANA,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01150,STARCEMENT,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01151,TASTYBITE,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01152,UJJIVAN,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01153,UJJIVANSFB,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01154,VALIANTORG,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01155,ABSLAMC,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01156,ALLCARGO,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01157,APTUS,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01158,BORORENEW,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01159,BCG,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01160,MAPMYINDIA,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01161,CHEMPLASTS,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01162,CLEAN,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01163,DEVYANI,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01164,EASEMYTRIP,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01165,NYKAA,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01166,GRINFRA,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01167,GLS,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01168,GOCOLORS,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01169,HLEGLAS,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01170,KIMS,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01171,LATENTVIEW,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01172,MEDPLUS,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01173,METROBRAND,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01174,NUVOCO,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01175,PAYTM,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01176,POLICYBZR,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01177,PRIVISCL,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01178,RTNINDIA,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01179,SAPPHIRE,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01180,SAREGAMA,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01181,RENUKA,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01182,SHYAMMETL,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01183,STARHEALTH,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01184,TATAINVEST,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01185,VIJAYA,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01186,ZOMATO,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24022022_1.pdf
PEVT_01187,BCG,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24042024.pdf
PEVT_01188,IIFL,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24042024.pdf
PEVT_01189,JSLHISAR,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24052022.pdf
PEVT_01190,TRIVENI,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24052022.pdf
PEVT_01191,ATGL,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24072023.pdf
PEVT_01192,AWL,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24072023.pdf
PEVT_01193,BALKRISIND,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24072023.pdf
PEVT_01195,SWSOLAR,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24072023.pdf
PEVT_01196,CROMPTON,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24072023.pdf
PEVT_01197,TATACHEM,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24072023.pdf
PEVT_01198,AMBUJACEM,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24072024.pdf
PEVT_01199,CERA,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24072024.pdf
PEVT_01200,LALPATHLAB,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24072024.pdf
PEVT_01201,INFY,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24072024.pdf
PEVT_01202,WIPRO,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24072024.pdf
PEVT_01203,DALBHARAT,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs24072024.pdf
