event,symbol,event_type,status,reason,source
PEVT_00820,MEDPLUS,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22052024.pdf
PEVT_00821,METROBRAND,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22052024.pdf
PEVT_00822,MINDACORP,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22052024.pdf
PEVT_00823,MMTC,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22052024.pdf
PEVT_00824,PRAJIND,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22052024.pdf
PEVT_00825,PRSMJOHNSN,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22052024.pdf
PEVT_00826,ROUTE,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22052024.pdf
PEVT_00827,SUNPHARMA,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22052024.pdf
PEVT_00828,TRENT,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22052024.pdf
PEVT_00829,ZENSARTECH,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22052024.pdf
PEVT_00830,ZYDUSLIFE,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22052024.pdf
PEVT_00831,COFORGE,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22052024.pdf
PEVT_00832,LUPIN,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22052024.pdf
PEVT_00833,SRF,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22052024.pdf
PEVT_00834,TIINDIA,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22052024.pdf
PEVT_00835,ALIVUS,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00836,GNFC,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00837,GPPL,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00838,JSWHL,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00839,JUSTDIAL,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00840,KANSAINER,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00841,KNRCON,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00842,MASTEK,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00843,NETWORK18,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00844,PNCINFRA,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00845,RTNINDIA,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00846,RAYMONDLSL,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00847,RAYMOND,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00848,ROUTE,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00849,RENUKA,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00850,SWSOLAR,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00851,TANLA,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00852,WESTLIFE,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00853,ABLBL,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00854,AEGISVOPAK,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00855,AKZOINDIA,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00856,ATHERENERG,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00857,BLUEJET,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00858,CHOICEIN,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00859,AGARWALEYE,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00860,FORCEMOT,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00861,HEXT,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00862,ITCHOTELS,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00863,KSB,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00864,MAHSCOOTER,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00865,NUVOCO,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00866,ONESOURCE,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00867,PGHH,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00868,THELEELA,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00869,ENRIN,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00870,VENTIVE,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025.pdf
PEVT_00871,ABREL,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025_1.pdf
PEVT_00872,AEGISLOG,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025_1.pdf
PEVT_00873,INDIACEM,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025_1.pdf
PEVT_00874,PIIND,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025_1.pdf
PEVT_00875,SHREECEM,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025_1.pdf
PEVT_00876,SONACOMS,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025_1.pdf
PEVT_00877,MAXHEALTH,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025_1.pdf
PEVT_00878,RAYMOND,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025_1.pdf
PEVT_00879,TORNTPHARM,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025_1.pdf
PEVT_00880,TORNTPOWER,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025_1.pdf
PEVT_00881,WOCKPHARMA,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22082025_1.pdf
PEVT_00882,GMRINFRA,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22102021.pdf
PEVT_00883,SONACOMS,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22102021.pdf
PEVT_00884,NSLNISP,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22112024.pdf
PEVT_00885,SAIL,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22112024.pdf
PEVT_00886,SAREGAMA,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22122022.pdf
PEVT_00887,RAINBOW,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs22122022.pdf
PEVT_00888,BOMDYEING,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00889,CARERATING,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00890,CHENNPETRO,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00891,DBCORP,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00892,ESABINDIA,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00893,GMDCLTD,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00894,HATHWAY,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00895,HERITGFOOD,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00896,ICRA,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00897,JAGRAN,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00898,JAICORPLTD,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00899,J&KBANK,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00900,KTKBANK,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00901,KOLTEPATIL,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00902,NAVNETEDUL,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00903,OMAXE,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00904,ORIENTCEM,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00905,PRAJIND,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00906,PSPPROJECT,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00907,PTC,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00908,SOUTHBANK,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00909,SWARAJENG,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00910,TVTODAY,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00911,VRLLOG,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00912,ANGELBRKG,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00913,ASAHIINDIA,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00914,BALAMINES,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00915,CAMS,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00916,HAPPSTMNDS,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00917,HEMIPROP,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00918,ICIL,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00919,INTELLECT,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00920,KPRMILL,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00921,KPITTECH,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00922,MAXHEALTH,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00923,MAZDOCK,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00924,PRINCEPIPE,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00925,RESPONIND,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00926,ROSSARI,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00927,ROUTE,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00928,SHARDACROP,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00929,SPANDANA,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00930,SUNCLAYLTD,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00931,TANLA,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00932,TRITURBINE,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00933,UTIAMC,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00934,VALIANTORG,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00935,VEDL,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022021.pdf
PEVT_00936,AKUMS,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00937,APLLTD,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00938,ALKYLAMINE,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00939,ALOKINDS,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00941,BASF,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00942,CAMPUS,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00943,CENTURYPLY,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00944,CERA,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00945,AGARWALEYE,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00946,FINPIPE,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00947,GODREJAGRO,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00948,GUJGASLTD,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00949,HAPPSTMNDS,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00950,INOXINDIA,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00951,JYOTHYLAB,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00952,KIRLOSBROS,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00953,KSB,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00954,MAHSCOOTER,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00955,MAHSEAMLES,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00956,METROPOLIS,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00957,PRAJIND,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00958,PGHH,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00959,RCF,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00960,RELINFRA,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00961,SUNDRMFAST,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00962,TRIVENI,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00963,DBREALTY,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00964,MANYAVAR,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00965,VENTIVE,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00966,VGUARD,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00967,ACUTAAS,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00968,CPPLUS,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00969,ABDL,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00970,ANTHEM,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00971,ANURAS,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00972,BELRISE,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00973,GROWW,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00974,CANHLIFE,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00975,CARTRADE,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00976,CEMPRO,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00977,EMMVEE,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00978,GABRIEL,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00979,GALLANTT,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00980,HDBFS,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00981,ICICIAMC,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00982,JAINREC,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00983,LENSKART,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00984,LGEINDIA,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00985,MEESHO,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00986,PARADEEP,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00987,PWL,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00988,PINELABS,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00989,PIRAMALFIN,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00990,SPLPETRO,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00991,TATACAP,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00992,TMCV,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00993,TEGA,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00994,TENNIND,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00995,TRAVELFOOD,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00996,URBANCO,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00997,ZYDUSWELL,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23022026.pdf
PEVT_00998,GAYAPROJ,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23032020.pdf
PEVT_00999,FLUOROCHEM,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23032020.pdf
PEVT_01000,AARTIDRUGS,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082022.pdf
PEVT_01001,CROMPTON,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082022.pdf
PEVT_01002,GODREJAGRO,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082022.pdf
PEVT_01003,ROUTE,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082022.pdf
PEVT_01004,SUDARSCHEM,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082022.pdf
PEVT_01005,WELCORP,DELETION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082022.pdf
PEVT_01006,BORORENEW,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082022.pdf
PEVT_01007,CLEAN,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082022.pdf
PEVT_01008,GPPL,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082022.pdf
PEVT_01009,NUVOCO,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082022.pdf
PEVT_01010,SHREECEM,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082022.pdf
PEVT_01011,SOBHA,ADDITION,CONSUMED_IN_ENGINE,Valid parent broad-market Nifty 500 reconstitution event,ind_prs23082022.pdf
