event_id,source_document,symbol,event_type,existing_resolved_status,validated_decision_status,diff_result,resolution_evidence
EVT_00249,ind_prs08122021.pdf,BPCL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00250,ind_prs08122021.pdf,ESCORTS,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00251,ind_prs08122021.pdf,NCC,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00252,ind_prs08122021.pdf,HINDCOPPER,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00253,ind_prs08122021.pdf,IBREALEST,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00254,ind_prs08122021.pdf,NATIONALUM,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00255,ind_prs08122021.pdf,TATACHEM,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00256,ind_prs08122021.pdf,PFIZER,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00257,ind_prs08122021.pdf,TATACONSUM,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00258,ind_prs09012020.pdf,SUVEN,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00259,ind_prs09012020.pdf,TATASTLBSL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00260,ind_prs09022023_1.pdf,INOXLEISUR,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00261,ind_prs09022023_1.pdf,PPLPHARMA,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00262,ind_prs09062023.pdf,EIDPARRY,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00263,ind_prs09062023.pdf,MGL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00264,ind_prs09062023.pdf,POLYPLEX,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00265,ind_prs09062023.pdf,SHRIRAMFIN,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00266,ind_prs09062023.pdf,TV18BRDCST,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00267,ind_prs09062023.pdf,VTL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00268,ind_prs09062023.pdf,BCG,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00269,ind_prs09062023.pdf,GSPL,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00270,ind_prs09062023.pdf,JMFINANCIL,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00271,ind_prs09062023.pdf,NMDC,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00272,ind_prs09062023.pdf,PEL,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00273,ind_prs09062023.pdf,SANOFI,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00274,ind_prs10062026.pdf,ANGELONE,REPLACEMENT,RESOLVED,SUBINDEX_ONLY,MISMATCH,"Page 8 of ind_prs10062026.pdf establishes Nifty500 Quality 50 sub-index adjustment, not parent Nifty 500 broad market change"
EVT_00275,ind_prs10062026.pdf,ASTRAZEN,REPLACEMENT,RESOLVED,SUBINDEX_ONLY,MISMATCH,"Page 8 of ind_prs10062026.pdf establishes Nifty500 Quality 50 sub-index adjustment, not parent Nifty 500 broad market change"
EVT_00276,ind_prs10062026.pdf,GLAXO,REPLACEMENT,RESOLVED,SUBINDEX_ONLY,MISMATCH,"Page 8 of ind_prs10062026.pdf establishes Nifty500 Quality 50 sub-index adjustment, not parent Nifty 500 broad market change"
EVT_00277,ind_prs10062026.pdf,INFY,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00278,ind_prs10062026.pdf,JSWDULUX,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00279,ind_prs10062026.pdf,SCHNEIDER,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00280,ind_prs10102024.pdf,TV18BRDCST,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00281,ind_prs10102024.pdf,AKUMS,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00282,ind_prs10102024_1.pdf,ABFRL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00283,ind_prs10102024_1.pdf,AFFLE,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00284,ind_prs10102024_1.pdf,BEML,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00285,ind_prs10102024_1.pdf,CAPLIPOINT,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00286,ind_prs10102024_1.pdf,ERIS,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00287,ind_prs10102024_1.pdf,GNFC,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00288,ind_prs10102024_1.pdf,HBLPOWER,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00289,ind_prs10102024_1.pdf,IRCTC,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00290,ind_prs10102024_1.pdf,KNRCON,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00291,ind_prs10102024_1.pdf,MAXHEALTH,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00292,ind_prs10102024_1.pdf,MMTC,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00293,ind_prs10102024_1.pdf,NH,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00294,ind_prs10102024_1.pdf,RCF,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00295,ind_prs10102024_1.pdf,SAIL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00296,ind_prs10102024_1.pdf,TATAELXSI,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00297,ind_prs10102024_1.pdf,AKUMS,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00298,ind_prs10102024_1.pdf,INDIACEM,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00299,ind_prs10102024_1.pdf,JYOTICNC,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00300,ind_prs10102024_1.pdf,RVNL,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00301,ind_prs10102024_1.pdf,TBOTEK,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00302,ind_prs11072022.pdf,NMDC,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00303,ind_prs11072022.pdf,PEL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00304,ind_prs11072022.pdf,SHRIRAMCIT,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00305,ind_prs11072022.pdf,CAMPUS,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00306,ind_prs11072022.pdf,DELHIVERY,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00307,ind_prs11072022.pdf,LICI,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00308,ind_prs11122020.pdf,ASHOKLEY,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00309,ind_prs11122020.pdf,CARERATING,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00310,ind_prs11122020.pdf,DCMSHRIRAM,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00311,ind_prs11122020.pdf,EDELWEISS,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00312,ind_prs11122020.pdf,GHCL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00313,ind_prs11122020.pdf,HINDZINC,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00314,ind_prs11122020.pdf,IIFL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00315,ind_prs11122020.pdf,IBREALEST,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00316,ind_prs11122020.pdf,NLCINDIA,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00317,ind_prs11122020.pdf,RAJESHEXPO,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00318,ind_prs11122020.pdf,SJVN,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00319,ind_prs11122020.pdf,BANKBARODA,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00320,ind_prs11122020.pdf,BANKINDIA,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00321,ind_prs11122020.pdf,FEDERALBNK,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00322,ind_prs11122020.pdf,FRETAIL,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00323,ind_prs11122020.pdf,GAIL,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00324,ind_prs11122020.pdf,GESHIP,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00325,ind_prs11122020.pdf,LICHSGFIN,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00326,ind_prs11122020.pdf,PNB,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00327,ind_prs11122020.pdf,TATACHEM,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00328,ind_prs11122020.pdf,TATAMOTORS,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00329,ind_prs11122020.pdf,WELCORP,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00330,ind_prs11122020.pdf,BHARTIARTL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00331,ind_prs11122020.pdf,IGL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00332,ind_prs11122020.pdf,MANAPPURAM,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00333,ind_prs11122020.pdf,WHIRLPOOL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00334,ind_prs11122020.pdf,ADANIGAS,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00335,ind_prs11122020.pdf,AMBER,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00336,ind_prs11122020.pdf,BSOFT,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00337,ind_prs11122020.pdf,GMMPFAUDLR,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00338,ind_prs11122020.pdf,EQUITAS,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00339,ind_prs11122020.pdf,HINDPETRO,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00340,ind_prs11122020.pdf,GRASIM,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00341,ind_prs11122020.pdf,VEDL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00342,ind_prs11122020.pdf,KOTAKBANK,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00343,ind_prs11122020.pdf,PAGEIND,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00344,ind_prs11122024.pdf,ABB,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00345,ind_prs11122024.pdf,ADANIPORTS,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00346,ind_prs11122024.pdf,ADANIPOWER,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00347,ind_prs11122024.pdf,ANANDRATHI,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00348,ind_prs11122024.pdf,APARINDS,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00349,ind_prs11122024.pdf,BAJAJ-AUTO,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00350,ind_prs11122024.pdf,BDL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00351,ind_prs11122024.pdf,BEL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00352,ind_prs11122024.pdf,BHEL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00353,ind_prs11122024.pdf,COCHINSHIP,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00354,ind_prs11122024.pdf,CUMMINSIND,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00355,ind_prs11122024.pdf,EXIDEIND,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00356,ind_prs11122024.pdf,GPIL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00357,ind_prs11122024.pdf,HBLPOWER,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00358,ind_prs11122024.pdf,HAL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00359,ind_prs11122024.pdf,HINDCOPPER,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00360,ind_prs11122024.pdf,HUDCO,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00361,ind_prs11122024.pdf,IRFC,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00362,ind_prs11122024.pdf,JSL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00363,ind_prs11122024.pdf,JWL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00364,ind_prs11122024.pdf,KPIL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00365,ind_prs11122024.pdf,MRPL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00366,ind_prs11122024.pdf,NBCC,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00367,ind_prs11122024.pdf,NHPC,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00368,ind_prs11122024.pdf,PFC,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00369,ind_prs11122024.pdf,PRESTIGE,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00370,ind_prs11122024.pdf,PNB,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00371,ind_prs11122024.pdf,RVNL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00372,ind_prs11122024.pdf,RECLTD,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00373,ind_prs11122024.pdf,MOTHERSON,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00374,ind_prs11122024.pdf,SJVN,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00375,ind_prs11122024.pdf,SOBHA,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00376,ind_prs11122024.pdf,SOLARINDS,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00377,ind_prs11122024.pdf,SUZLON,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00378,ind_prs11122024.pdf,TATAPOWER,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00379,ind_prs11122024.pdf,THERMAX,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00380,ind_prs11122024.pdf,TITAGARH,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00381,ind_prs11122024.pdf,TORNTPOWER,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00382,ind_prs11122024.pdf,ZYDUSLIFE,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00383,ind_prs11122024.pdf,360ONE,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00384,ind_prs11122024.pdf,ABSLAMC,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00385,ind_prs11122024.pdf,AMBER,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00386,ind_prs11122024.pdf,ANANTRAJ,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00387,ind_prs11122024.pdf,CAPLIPOINT,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00388,ind_prs11122024.pdf,CHOLAHLDNG,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00389,ind_prs11122024.pdf,COFORGE,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00390,ind_prs11122024.pdf,COROMANDEL,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00391,ind_prs11122024.pdf,DEEPAKFERT,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00392,ind_prs11122024.pdf,DIVISLAB,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00393,ind_prs11122024.pdf,FSL,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00394,ind_prs11122024.pdf,FORTIS,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00395,ind_prs11122024.pdf,GLENMARK,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00396,ind_prs11122024.pdf,GODFRYPHLP,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00397,ind_prs11122024.pdf,HSCL,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00398,ind_prs11122024.pdf,INDIACEM,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00399,ind_prs11122024.pdf,INDHOTEL,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00400,ind_prs11122024.pdf,NAUKRI,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00401,ind_prs11122024.pdf,JUBLPHARMA,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00402,ind_prs11122024.pdf,KAYNES,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00403,ind_prs11122024.pdf,KEC,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00404,ind_prs11122024.pdf,KFINTECH,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00405,ind_prs11122024.pdf,LLOYDSME,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00406,ind_prs11122024.pdf,LUPIN,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00407,ind_prs11122024.pdf,MCX,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00408,ind_prs11122024.pdf,NATCOPHARM,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00409,ind_prs11122024.pdf,NETWEB,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00410,ind_prs11122024.pdf,OFSS,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00411,ind_prs11122024.pdf,POLICYBZR,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00412,ind_prs11122024.pdf,PCBL,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00413,ind_prs11122024.pdf,PERSISTENT,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00414,ind_prs11122024.pdf,PPLPHARMA,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00415,ind_prs11122024.pdf,POLYMED,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00416,ind_prs11122024.pdf,RADICO,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00417,ind_prs11122024.pdf,SUVENPHAR,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00418,ind_prs11122024.pdf,TECHM,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00419,ind_prs11122024.pdf,UNITDSPR,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00420,ind_prs11122024.pdf,VOLTAS,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00421,ind_prs11122024.pdf,ZOMATO,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00422,ind_prs11122025.pdf,SKFINDIA,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00423,ind_prs11122025.pdf,JSWCEMENT,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00424,ind_prs12032020.pdf,GAYAPROJ,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00425,ind_prs12032020.pdf,SHILPAMED,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00426,ind_prs12032026.pdf,AKUMS,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00427,ind_prs12032026.pdf,APLLTD,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00428,ind_prs12032026.pdf,ALKYLAMINE,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00429,ind_prs12032026.pdf,ASTRAZEN,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00430,ind_prs12032026.pdf,BASF,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00431,ind_prs12032026.pdf,CAMPUS,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00432,ind_prs12032026.pdf,GUJGASLTD,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00433,ind_prs12032026.pdf,INOXINDIA,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00434,ind_prs12032026.pdf,JYOTHYLAB,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00435,ind_prs12032026.pdf,KIRLOSBROS,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00436,ind_prs12032026.pdf,KSB,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00437,ind_prs12032026.pdf,METROPOLIS,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00438,ind_prs12032026.pdf,PGHH,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00439,ind_prs12032026.pdf,RCF,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00440,ind_prs12032026.pdf,RELINFRA,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00441,ind_prs12032026.pdf,SUNDRMFAST,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00442,ind_prs12032026.pdf,VGUARD,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00443,ind_prs12032026.pdf,CPPLUS,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00444,ind_prs12032026.pdf,CEMPRO,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00445,ind_prs12032026.pdf,GABRIEL,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00446,ind_prs12032026.pdf,GALLANTT,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00447,ind_prs12032026.pdf,SPLPETRO,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00448,ind_prs12032026.pdf,TEGA,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00449,ind_prs12032026.pdf,TENNIND,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00450,ind_prs12032026.pdf,ZYDUSWELL,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00451,ind_prs13032025.pdf,ACI,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00452,ind_prs13032025.pdf,AVANTIFEED,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00453,ind_prs13032025.pdf,BALAMINES,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00454,ind_prs13032025.pdf,CELLO,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00455,ind_prs13032025.pdf,CIEINDIA,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00456,ind_prs13032025.pdf,FINEORG,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00457,ind_prs13032025.pdf,GRINDWELL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00458,ind_prs13032025.pdf,GAEL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00459,ind_prs13032025.pdf,GSFC,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00460,ind_prs13032025.pdf,KSB,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00461,ind_prs13032025.pdf,METROBRAND,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00462,ind_prs13032025.pdf,NUVOCO,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00463,ind_prs13032025.pdf,PGHH,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00464,ind_prs13032025.pdf,RATNAMANI,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00465,ind_prs13032025.pdf,SANOFI,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
