state,n,success_rate,adverse_rate,mean_mfe,median_mfe,mean_mae,median_mae,realized_reward_adversity
FAVORABLE,5463,0.4356580633351638,0.5315760571114773,10.008485941013747,7.011430164482868,-6.355743711172897,-5.012376237623761,1.4144578313253011
MIXED,6067,0.36410087357837484,0.592879512114719,8.578494794412995,5.9125964010282805,-7.136129890602263,-5.933942899794731,1.000640204865557
UNFAVORABLE,6951,0.32268738311034384,0.5994820889080708,7.53287615305744,4.9966239027684045,-6.814605970763549,-5.631659056316584,0.9571183533447699
